Artist Reputation,Height,Width,Weight,Material,Price Of Sculpture,Base Shipping Price,International,Express Shipment,Installation Included,Transport,Fragile,Customer Information,Remote Location,Cost
0.18,4.0,4.0,71.0,Clay,4.35,21.01,No,No,No,Roadways,Yes,Working Class,No,132.69
0.25,16.0,8.0,633.0,Aluminium,4.26,16.79,Yes,No,No,Waterways,No,Working Class,No,160.71
0.51,12.0,7.0,3594.0,Brass,14.07,16.25,No,No,No,Roadways,No,Working Class,No,242.03
0.02,21.0,7.0,5790.0,Bronze,4.68,54.72,Yes,Yes,Yes,Airways,No,Working Class,No,331.76
0.39,36.0,10.0,6152.0,Bronze,11.69,46.51,No,Yes,Yes,Airways,No,Wealthy,No,-722.84
0.19,37.0,10.0,15356.0,,23.14,91.32,Yes,Yes,Yes,,No,Wealthy,No,815.56
0.63,30.0,9.0,1016836.0,Stone,1695.05,25.67,No,No,No,Airways,No,Working Class,,6521.97
0.1,6.0,5.0,54.0,Aluminium,6.34,16.09,No,No,No,Roadways,No,Wealthy,,119.81
0.38,13.0,6.0,1467.0,Bronze,7.87,12.94,Yes,No,No,Airways,No,Wealthy,No,218.48
0.31,11.0,8.0,1338.0,Bronze,5.54,11.16,No,Yes,No,,No,Wealthy,No,187.94
0.73,27.0,12.0,390819.0,Marble,858.28,76.06,No,No,Yes,Roadways,No,Working Class,No,47440.33
0.26,4.0,3.0,14.0,Aluminium,6.59,17.56,No,Yes,No,Airways,No,Wealthy,Yes,-157.16
0.24,24.0,11.0,2013.0,Aluminium,6.13,21.33,No,No,No,Roadways,No,Working Class,No,207.77
0.39,11.0,6.0,1638.0,Brass,5.77,15.59,No,No,No,,No,Working Class,,211.99
0.3,13.0,7.0,106.0,Wood,4.59,20.18,No,No,Yes,Roadways,No,Wealthy,,210.92
0.23,20.0,16.0,13120.0,Bronze,59.83,68.37,No,No,No,Waterways,No,Working Class,No,515.49
0.45,20.0,17.0,1529.0,Aluminium,4.08,18.23,No,Yes,No,Roadways,No,Working Class,No,211.36
0.31,33.0,9.0,1675.0,Aluminium,3.4,15.08,Yes,No,Yes,Roadways,No,Working Class,No,256.81
0.45,24.0,8.0,74595.0,Brass,116.4,80.62,No,Yes,No,Airways,No,Working Class,No,5557.98
0.15,13.0,8.0,3743.0,Bronze,6.13,12.25,No,Yes,Yes,Airways,No,Working Class,No,191.05
0.2,49.0,27.0,3102.0,Bronze,202.17,71.05,No,No,No,,No,Working Class,No,1363.49
0.36,54.0,14.0,19089.0,Clay,34.11,55.08,Yes,No,No,,Yes,Working Class,,769.26
0.17,17.0,8.0,1803.0,Clay,7.48,23.43,Yes,No,No,Waterways,Yes,Working Class,No,200.39
0.6,20.0,8.0,160742.0,Marble,554.72,92.44,No,No,Yes,,No,Working Class,,-5651.15
0.05,22.0,6.0,137372.0,Stone,334.86,58.47,No,No,No,Airways,No,Working Class,No,865.2
0.79,24.0,8.0,5297.0,Bronze,38.53,41.01,Yes,No,Yes,,No,Working Class,No,1109.42
0.47,19.0,8.0,2051.0,Clay,3.91,17.22,Yes,No,No,Waterways,Yes,Working Class,No,224.07
0.24,49.0,28.0,9724016.0,Marble,23507.05,50.49,No,No,No,Waterways,Yes,Working Class,,35445.36
0.29,42.0,18.0,14120.0,Clay,12.59,72.17,No,No,No,Roadways,Yes,Working Class,No,-655.89
0.34,29.0,18.0,3955.0,Aluminium,19.03,13.0,No,No,Yes,Roadways,No,Working Class,Yes,251.02
0.45,5.0,3.0,17.0,Wood,4.02,11.33,Yes,No,No,Waterways,No,Working Class,No,103.88
0.5,32.0,20.0,546.0,Wood,4.15,14.35,No,No,No,Waterways,No,Working Class,No,204.4
0.03,11.0,7.0,176.0,Clay,3.02,10.91,Yes,Yes,Yes,Airways,Yes,Wealthy,No,141.17
0.72,8.0,4.0,4796.0,Marble,27.44,19.42,No,Yes,No,Roadways,No,Working Class,No,378.63
0.88,53.0,8.0,35948.0,Clay,147.18,95.63,Yes,Yes,No,Airways,Yes,Wealthy,No,10243.31
0.45,17.0,8.0,163.0,Wood,5.02,14.62,No,No,No,,No,Working Class,No,363.89
0.31,27.0,8.0,1480.0,,5.5,10.5,Yes,No,No,,Yes,Wealthy,,173.89
0.45,21.0,8.0,177.0,Wood,4.05,24.09,Yes,No,No,,No,Working Class,No,180.93
0.36,28.0,8.0,3102.0,Clay,5.54,11.12,No,No,Yes,Roadways,Yes,Working Class,,226.77
0.01,30.0,8.0,3102.0,Brass,36.08,79.76,No,No,Yes,Airways,No,Working Class,,465.87
0.6,12.0,8.0,57131.0,Marble,332.89,96.49,No,Yes,Yes,Roadways,No,Wealthy,No,2836.0
1.0,23.0,9.0,20813.0,Brass,151.25,63.63,Yes,No,No,,No,Working Class,,2583.09
0.45,16.0,6.0,119.0,,5.95,12.49,Yes,No,Yes,,No,Working Class,No,193.26
0.76,21.0,7.0,4604.0,,8.66,23.89,No,No,No,,No,Working Class,No,939.29
0.33,12.0,7.0,3102.0,Marble,89.59,65.8,No,No,Yes,Roadways,No,Working Class,Yes,1134.73
0.7,26.0,12.0,4091.0,,20.65,22.84,Yes,Yes,Yes,Airways,Yes,Working Class,No,892.29
0.2,41.0,7.0,24769.0,Brass,21.97,81.7,Yes,No,Yes,Airways,No,Wealthy,No,816.92
0.35,24.0,10.0,201.0,Wood,3.74,14.62,No,No,No,Roadways,No,Working Class,No,135.32
0.62,12.0,6.0,20660.0,Stone,26.03,97.38,No,No,No,Roadways,No,Wealthy,No,-1104.57
0.24,28.0,11.0,896.0,Aluminium,3.83,15.43,No,No,No,Roadways,No,Working Class,No,-154.19
0.18,6.0,4.0,3102.0,Marble,6.65,17.39,No,No,No,,No,Working Class,No,189.6
0.45,33.0,12.0,35914.0,Brass,97.71,87.64,No,No,No,Roadways,No,Working Class,No,6752.77
0.46,33.0,8.0,3102.0,Stone,580.5,41.85,Yes,Yes,No,Airways,No,Working Class,Yes,-8971.32
0.76,10.0,5.0,4915.0,,35.69,20.25,No,No,No,Roadways,No,Wealthy,No,570.0
0.07,17.0,8.0,5220.0,Bronze,6.46,44.66,Yes,Yes,No,Airways,No,Working Class,No,302.3
0.74,17.0,6.0,1023.0,Clay,3.69,20.91,No,No,No,Waterways,Yes,Working Class,No,-342.77
0.16,15.0,6.0,535.0,,3.93,10.75,No,No,No,Waterways,Yes,Working Class,,124.15
0.3,29.0,8.0,631362.0,Stone,811.16,28.17,No,No,No,,No,Working Class,Yes,5412.36
0.26,48.0,28.0,133430.0,Bronze,609.74,60.06,Yes,No,Yes,Waterways,No,Working Class,No,2910.83
0.26,13.0,7.0,73.0,Wood,6.29,20.82,Yes,No,No,Roadways,No,Working Class,No,186.66
0.15,10.0,4.0,141.0,Aluminium,5.21,12.76,No,No,No,Roadways,No,Working Class,No,101.81
0.7,30.0,15.0,3102.0,Brass,436.37,85.94,No,No,Yes,Roadways,No,Working Class,Yes,6462.59
0.25,14.0,8.0,56028.0,Marble,234.5,47.78,Yes,No,No,Roadways,No,Working Class,No,772.72
0.18,11.0,8.0,2065.0,Bronze,5.36,14.94,No,No,No,Airways,No,Working Class,No,-155.85
0.68,16.0,7.0,62382.0,,490.82,38.14,Yes,No,No,Waterways,No,Working Class,Yes,3306.94
0.44,36.0,10.0,2820.0,Aluminium,6.68,21.13,No,No,No,Waterways,No,Working Class,No,284.47
0.2,21.0,8.0,234.0,,3.98,17.05,No,No,Yes,,No,Working Class,,169.96
0.57,25.0,6.0,1211.0,,5.68,18.69,Yes,No,Yes,Waterways,Yes,Working Class,No,364.56
0.05,41.0,8.0,61937.0,Bronze,43.55,61.64,Yes,Yes,No,,No,Working Class,No,719.61
0.91,34.0,11.0,2261.0,Clay,8.31,20.13,No,No,Yes,Roadways,Yes,Working Class,Yes,2285.93
0.78,22.0,15.0,9711.0,Bronze,24.83,89.29,No,No,Yes,Roadways,No,Working Class,No,2080.62
0.9,51.0,15.0,140501.0,Brass,428.91,87.56,No,No,Yes,Airways,No,Working Class,No,11828.18
0.61,18.0,9.0,3174.0,Brass,3.58,22.4,No,No,Yes,Roadways,No,Working Class,No,428.05
0.62,13.0,8.0,3071.0,,3.53,13.54,No,No,No,,No,Working Class,No,219.7
0.77,36.0,18.0,2744362.0,Marble,10510.31,31.65,Yes,No,No,Airways,Yes,Working Class,,33104.52
0.36,12.0,8.0,45103.0,Marble,35.06,30.71,Yes,No,No,Waterways,No,Working Class,No,360.72
0.45,6.0,5.0,3102.0,,5.43,12.47,No,No,No,Roadways,No,Working Class,No,213.93
0.18,7.0,4.0,302.0,Brass,4.34,17.4,Yes,Yes,No,,No,Wealthy,No,203.45
0.16,4.0,3.0,370.0,Marble,3.02,11.92,Yes,Yes,No,Airways,No,Working Class,No,183.01
0.58,5.0,3.0,62.0,Clay,5.4,15.89,No,Yes,No,Roadways,Yes,Wealthy,No,213.63
0.19,11.0,8.0,450.0,Clay,6.93,23.66,No,Yes,Yes,Roadways,Yes,Wealthy,Yes,269.41
0.63,29.0,12.0,5441.0,Clay,28.81,37.05,No,No,Yes,Waterways,Yes,Working Class,No,855.0
0.88,53.0,8.0,35948.0,Clay,147.18,95.63,Yes,Yes,No,Airways,Yes,Wealthy,No,10243.31
0.79,19.0,12.0,841044.0,Stone,2675.13,88.32,Yes,No,No,,No,Working Class,,7872.82
0.6,34.0,6.0,419.0,,6.68,21.05,No,Yes,No,Airways,No,Wealthy,No,484.8
0.84,14.0,7.0,20425.0,Marble,50.13,35.69,No,No,No,Waterways,No,Wealthy,No,1667.84
0.45,25.0,17.0,909326.0,Marble,855.3,63.03,Yes,Yes,No,Airways,No,Wealthy,No,4234.21
0.66,14.0,6.0,3102.0,Brass,5.91,16.06,No,No,No,Waterways,No,Working Class,,299.81
0.16,18.0,10.0,581.0,Aluminium,3.74,22.93,No,No,No,Roadways,No,Working Class,No,141.63
0.19,23.0,6.0,7533.0,,15.25,66.31,No,Yes,No,Airways,No,Wealthy,,-450.08
0.34,26.0,6.0,112686.0,Marble,394.47,86.02,No,No,Yes,,No,Working Class,No,1432.5
0.45,18.0,8.0,972.0,Aluminium,6.78,19.37,Yes,No,No,Waterways,No,Working Class,,410.52
0.16,24.0,11.0,3525.0,Clay,8.35,17.76,No,No,No,Waterways,Yes,Working Class,Yes,168.86
0.24,24.0,13.0,636.0,Wood,4.77,23.32,No,No,Yes,Roadways,No,Working Class,No,222.83
0.9,45.0,21.0,5131637.0,Marble,12789.24,83.26,No,No,Yes,Waterways,Yes,Working Class,,36038.35
0.98,18.0,6.0,3102.0,Brass,26.5,62.12,No,No,No,,No,Working Class,No,1480.39
0.79,23.0,8.0,152855.0,Stone,647.77,88.79,No,Yes,No,Roadways,No,Working Class,No,-19151.67
0.27,3.0,8.0,32.0,Bronze,5.28,13.66,Yes,No,No,Airways,No,Working Class,No,154.7
0.45,35.0,17.0,3301217.0,Stone,1819.37,88.21,Yes,No,No,Airways,No,Working Class,No,13053.11
0.99,8.0,8.0,149.0,Aluminium,6.92,21.85,No,No,No,Waterways,No,Working Class,No,-626.73
0.33,20.0,3.0,53.0,Clay,3.45,21.91,No,Yes,No,Airways,Yes,Wealthy,Yes,175.28
0.11,20.0,12.0,279961.0,Marble,1112.57,92.96,Yes,No,No,Waterways,No,Wealthy,No,1908.22
0.09,7.0,8.0,623.0,Bronze,5.44,14.6,No,No,No,Roadways,No,Wealthy,No,132.01
0.74,20.0,5.0,11122.0,Marble,52.81,86.37,No,Yes,No,Roadways,No,Wealthy,No,1607.7
0.45,20.0,6.0,119.0,Wood,3.7,10.88,No,No,No,Roadways,No,Working Class,No,164.68
0.45,33.0,9.0,622763.0,Stone,304.78,79.61,No,No,Yes,Roadways,No,Working Class,No,1275.25
0.14,30.0,8.0,3102.0,,4.47,13.92,No,No,Yes,Roadways,Yes,Working Class,,183.34
0.09,27.0,12.0,23798.0,Bronze,42.23,75.91,Yes,Yes,No,,No,Wealthy,No,607.1
0.57,17.0,7.0,3565.0,Bronze,26.09,20.35,No,No,Yes,,No,Working Class,No,-426.22
0.45,21.0,14.0,3814.0,Clay,6.71,14.9,No,No,Yes,Waterways,Yes,Working Class,No,146.62
0.11,51.0,26.0,8108.0,Aluminium,33.89,64.26,No,No,Yes,,No,Working Class,No,-538.58
0.39,20.0,6.0,42180.0,Stone,129.57,59.18,No,No,Yes,Roadways,No,Working Class,No,744.88
0.35,14.0,8.0,1653.0,Bronze,6.58,10.11,Yes,No,No,Waterways,No,Working Class,No,172.07
0.45,6.0,5.0,3102.0,,5.43,12.47,No,No,No,Roadways,No,Working Class,No,213.93
0.9,3.0,3.0,257.0,Stone,5.23,11.44,No,No,Yes,Airways,No,Working Class,No,361.33
0.85,11.0,8.0,19837.0,,92.66,25.71,No,No,No,,No,Working Class,No,12885.02
0.73,11.0,7.0,1722.0,Bronze,15.77,15.63,No,Yes,Yes,Airways,No,Working Class,No,382.54
0.21,23.0,7.0,743.0,Aluminium,3.85,13.7,No,Yes,No,Airways,No,Wealthy,No,149.18
0.36,18.0,7.0,54151.0,Stone,156.23,73.82,No,No,No,,No,Working Class,,709.1
0.22,6.0,4.0,26.0,Wood,4.89,17.37,No,Yes,No,,No,Wealthy,No,149.05
0.37,34.0,7.0,251.0,Wood,6.14,11.1,No,No,Yes,Roadways,No,Working Class,Yes,174.52
0.17,22.0,12.0,389987.0,Marble,1325.12,61.98,No,No,Yes,Airways,No,Wealthy,Yes,2743.09
0.04,30.0,9.0,369.0,Wood,5.6,22.81,No,Yes,Yes,,No,Working Class,No,170.06
0.48,18.0,9.0,837.0,Aluminium,3.12,10.98,Yes,No,Yes,Waterways,No,Working Class,No,-182.24
0.61,15.0,8.0,126573.0,Stone,531.53,94.74,No,Yes,No,,No,Working Class,No,5458.49
0.5,31.0,14.0,1889965.0,Stone,9511.96,87.71,No,Yes,Yes,Roadways,No,Working Class,Yes,374505.11
0.63,14.0,8.0,1958.0,Bronze,6.85,18.74,No,No,Yes,,No,Working Class,No,376.3
0.32,32.0,20.0,52189.0,Brass,110.41,57.3,No,No,No,,No,Working Class,No,904.88
0.63,12.0,8.0,4383.0,Brass,9.53,19.37,No,No,No,,No,Working Class,Yes,675.83
0.87,7.0,5.0,2125.0,Stone,5.22,19.81,No,Yes,Yes,Roadways,No,Working Class,No,-523.71
0.43,11.0,7.0,80.0,,3.63,16.24,No,Yes,No,Airways,No,Working Class,No,159.16
0.17,12.0,7.0,442.0,Clay,5.23,21.3,Yes,Yes,Yes,Airways,Yes,Wealthy,Yes,230.74
0.45,20.0,8.0,10532.0,Brass,7.39,84.79,No,No,No,Roadways,No,Working Class,Yes,399.19
0.45,33.0,8.0,6297.0,Clay,21.75,27.38,No,No,No,Airways,Yes,Wealthy,No,-594.69
0.44,8.0,8.0,681.0,Brass,4.42,10.15,No,No,No,,No,Working Class,,151.38
0.01,28.0,11.0,2284.0,,4.52,10.62,No,No,Yes,Roadways,No,Working Class,Yes,140.9
0.16,20.0,11.0,2797.0,,3.03,14.31,Yes,Yes,No,Airways,No,Working Class,,-184.31
0.45,15.0,6.0,109.0,Wood,6.97,19.52,No,No,No,,No,Wealthy,No,391.27
0.89,24.0,11.0,15087.0,,72.01,89.08,No,Yes,Yes,Airways,No,Working Class,No,7682.06
0.2,12.0,7.0,406.0,Aluminium,6.38,11.63,No,No,Yes,Roadways,No,Working Class,Yes,148.28
0.39,5.0,4.0,343.0,Brass,4.87,19.53,Yes,No,Yes,Waterways,No,Working Class,No,190.95
0.72,13.0,7.0,4192.0,Brass,10.37,14.85,No,No,Yes,Waterways,No,Working Class,No,292.58
0.05,6.0,8.0,1311.0,Marble,3.51,10.52,No,No,No,,No,Working Class,No,145.3
0.37,10.0,5.0,3102.0,Brass,4.22,24.11,No,Yes,No,Airways,No,Working Class,No,225.17
0.1,17.0,8.0,7467.0,Bronze,10.22,68.42,No,Yes,Yes,,No,Working Class,No,391.97
0.71,4.0,8.0,376.0,Stone,5.72,15.29,No,No,Yes,Roadways,No,Working Class,Yes,338.31
0.37,7.0,8.0,844.0,Brass,5.7,16.48,No,No,No,Roadways,No,Working Class,No,173.45
0.35,20.0,8.0,277.0,Aluminium,5.51,14.83,No,No,No,Roadways,No,Wealthy,No,171.5
0.54,39.0,25.0,5872689.0,Marble,24475.27,28.09,Yes,Yes,No,Airways,Yes,Wealthy,No,252450.21
0.49,41.0,8.0,38534.0,Brass,191.77,37.48,No,No,Yes,Roadways,No,Working Class,No,1042.8
0.77,16.0,7.0,34835.0,Marble,71.39,57.25,No,Yes,No,,No,Wealthy,No,4174.44
0.4,39.0,8.0,1950.0,,5.69,20.11,Yes,No,No,Airways,Yes,Working Class,Yes,331.14
0.16,29.0,8.0,228818.0,Marble,694.44,72.78,Yes,No,No,Waterways,No,Wealthy,No,1858.72
0.14,24.0,7.0,3102.0,Wood,3.22,10.9,Yes,Yes,No,,No,Working Class,No,127.98
0.92,31.0,8.0,5310.0,Clay,6.86,41.73,Yes,Yes,Yes,Airways,Yes,Working Class,,2881.31
0.42,32.0,8.0,13314.0,Brass,34.48,31.64,No,Yes,No,Airways,No,Wealthy,No,684.96
0.59,23.0,6.0,3102.0,Wood,6.82,10.37,No,No,Yes,,No,Working Class,No,278.03
0.28,10.0,8.0,125.0,Aluminium,6.87,17.01,Yes,No,Yes,Waterways,No,Wealthy,No,188.18
0.45,22.0,10.0,419022.0,,1351.42,75.69,No,No,No,Roadways,No,Working Class,No,3697.13
0.45,27.0,16.0,623658.0,Marble,3064.21,47.6,No,Yes,No,Airways,No,Working Class,Yes,9171.62
0.41,30.0,12.0,17246.0,Bronze,8.11,51.54,Yes,No,No,Waterways,No,Working Class,No,-540.52
0.02,33.0,9.0,1269377.0,Stone,2929.13,69.76,No,Yes,No,Roadways,No,Working Class,Yes,5037.5
0.59,30.0,6.0,12404.0,Brass,30.38,27.58,No,No,No,Roadways,No,Working Class,Yes,616.22
0.38,16.0,8.0,3792.0,Brass,20.42,18.25,No,Yes,No,Roadways,No,Wealthy,,339.36
0.7,31.0,11.0,9661.0,Bronze,33.31,73.21,No,No,No,Roadways,No,Wealthy,No,1605.26
0.7,20.0,11.0,3102.0,Marble,990.74,49.58,No,No,No,,No,Working Class,No,-55276.94
0.91,37.0,10.0,44596.0,Brass,412.29,74.58,No,No,No,,No,Wealthy,No,8562.67
0.45,39.0,11.0,26091.0,Bronze,31.7,51.66,No,Yes,Yes,Airways,No,Working Class,No,797.44
0.26,12.0,7.0,609.0,Clay,3.92,18.6,Yes,Yes,No,Airways,Yes,Working Class,No,173.74
0.27,37.0,14.0,19703.0,Bronze,55.97,27.13,No,No,No,Airways,No,Working Class,No,410.61
0.62,10.0,5.0,873.0,Bronze,6.32,10.95,No,Yes,No,Airways,No,Working Class,No,260.82
0.59,13.0,6.0,58.0,Wood,3.79,12.17,Yes,No,Yes,Roadways,No,Working Class,Yes,218.74
0.97,34.0,16.0,511.0,Wood,6.03,24.94,Yes,Yes,No,Airways,No,Working Class,No,1577.2
0.54,20.0,13.0,3102.0,Bronze,45.95,38.07,No,Yes,No,Roadways,No,Wealthy,No,961.87
0.06,20.0,4.0,117.0,Aluminium,4.27,20.59,No,No,No,Roadways,No,Working Class,Yes,149.37
0.43,17.0,7.0,222.0,Wood,4.17,13.25,Yes,No,Yes,Waterways,No,Working Class,No,167.73
0.45,15.0,7.0,574.0,Aluminium,6.78,10.37,No,No,Yes,Roadways,No,Working Class,No,351.13
0.22,16.0,8.0,129647.0,Stone,577.42,41.23,Yes,No,Yes,Waterways,No,Working Class,Yes,1634.45
0.52,15.0,6.0,25354.0,Marble,95.72,32.69,No,Yes,No,Airways,No,Working Class,No,2492.03
0.52,25.0,14.0,483.0,Wood,6.47,11.07,No,No,Yes,Roadways,No,Working Class,No,283.19
0.81,41.0,17.0,85784.0,Brass,356.75,54.25,No,No,No,Airways,No,Working Class,No,4197.74
0.86,11.0,8.0,25776.0,Marble,237.58,50.17,No,No,No,,No,Working Class,No,-1506.7
0.23,20.0,15.0,195.0,Wood,3.73,11.96,No,No,No,Waterways,No,Working Class,No,115.36
0.45,20.0,7.0,3102.0,Bronze,15.15,99.14,No,Yes,Yes,Roadways,No,Wealthy,No,1307.23
0.79,23.0,8.0,152855.0,Stone,647.77,88.79,No,Yes,No,Roadways,No,Working Class,No,-19151.67
0.11,20.0,9.0,216919.0,Marble,263.03,46.56,Yes,No,Yes,Waterways,No,Working Class,No,-708.99
0.34,29.0,19.0,51019.0,Bronze,111.54,94.99,Yes,No,Yes,Waterways,No,Working Class,No,-1042.36
0.24,18.0,6.0,119.0,Wood,5.59,13.98,Yes,No,No,Waterways,No,Working Class,No,144.75
0.66,31.0,17.0,652.0,Wood,5.73,13.77,No,No,No,Airways,No,Working Class,,350.62
0.21,12.0,8.0,28982.0,Marble,58.11,53.5,No,No,No,Roadways,No,Working Class,,481.49
0.34,9.0,4.0,277.0,Clay,3.94,18.05,No,No,Yes,Airways,Yes,Working Class,No,177.47
0.64,18.0,13.0,247284.0,Marble,1131.84,50.73,Yes,Yes,No,,No,Wealthy,,5279.05
0.77,14.0,7.0,700.0,Clay,4.7,15.52,No,No,No,Waterways,Yes,Working Class,Yes,-315.2
0.85,27.0,11.0,3360.0,Clay,10.52,23.78,No,No,Yes,Roadways,Yes,Working Class,No,890.64
0.38,43.0,14.0,1718.0,Aluminium,5.06,20.6,Yes,No,Yes,Waterways,No,Working Class,No,323.05
0.29,22.0,6.0,4947.0,Brass,6.41,12.54,No,No,No,Roadways,No,Working Class,No,197.84
0.39,37.0,13.0,36871.0,Bronze,238.59,70.17,Yes,No,Yes,,No,Working Class,No,1237.35
0.58,31.0,15.0,2747348.0,Stone,18437.06,60.1,Yes,Yes,No,Airways,No,Wealthy,No,64770.97
0.77,12.0,8.0,1185.0,Clay,3.0,24.02,No,Yes,Yes,,Yes,Wealthy,No,579.11
0.17,33.0,16.0,62633.0,Brass,13.38,28.93,No,Yes,No,Roadways,No,Working Class,No,609.97
0.57,20.0,8.0,303659.0,Stone,1943.8,92.73,No,No,Yes,Roadways,No,Working Class,No,3923.87
0.34,24.0,6.0,242.0,Wood,6.99,20.59,No,Yes,No,Airways,No,Working Class,Yes,228.29
0.45,13.0,8.0,148.0,Wood,4.46,15.37,Yes,Yes,No,Airways,No,Working Class,,-126.93
0.45,14.0,7.0,54449.0,Stone,35.89,83.07,Yes,No,No,Waterways,No,Working Class,No,1208.29
0.61,14.0,8.0,296.0,Aluminium,4.21,12.7,Yes,Yes,Yes,Airways,No,Wealthy,No,302.13
0.09,18.0,8.0,211563.0,Stone,330.8,28.85,Yes,No,No,,No,Working Class,Yes,1385.67
0.75,7.0,4.0,2343.0,Stone,12.04,21.32,No,No,No,,No,Working Class,Yes,315.04
0.26,17.0,6.0,4128.0,Brass,13.91,16.27,Yes,Yes,No,Airways,No,Working Class,No,-283.29
0.81,16.0,8.0,852.0,Clay,5.6,18.01,No,No,Yes,Waterways,Yes,Wealthy,No,556.25
0.63,30.0,11.0,31658.0,Brass,136.74,73.67,Yes,No,No,Waterways,No,Wealthy,Yes,1822.3
0.42,13.0,7.0,319.0,Aluminium,3.9,19.17,No,Yes,Yes,Roadways,No,Working Class,No,203.96
0.57,15.0,7.0,887.0,Clay,5.94,14.98,No,Yes,No,Airways,Yes,Working Class,No,307.42
0.45,37.0,8.0,13920.0,Bronze,34.54,40.81,Yes,Yes,Yes,Airways,No,Working Class,No,1951.15
0.37,35.0,8.0,5052.0,Clay,5.65,46.0,No,Yes,Yes,,Yes,Working Class,No,615.6
0.45,24.0,6.0,209.0,Wood,5.11,15.74,No,Yes,Yes,,No,Working Class,,479.05
0.27,7.0,5.0,4182.0,Marble,12.7,22.18,Yes,No,No,,No,Working Class,No,267.1
0.12,32.0,8.0,29448.0,Brass,20.64,50.33,Yes,No,No,,No,Working Class,No,446.99
0.55,18.0,10.0,646.0,Aluminium,6.64,11.5,No,No,No,Roadways,No,Working Class,No,217.73
0.16,11.0,8.0,766.0,Clay,4.26,16.5,Yes,Yes,No,Airways,Yes,Wealthy,No,200.42
0.3,4.0,3.0,48.0,Clay,4.34,21.69,Yes,Yes,No,Airways,Yes,Wealthy,No,206.87
0.01,18.0,10.0,8441.0,Brass,13.99,86.97,Yes,No,Yes,Waterways,No,Working Class,No,438.28
0.99,30.0,7.0,1104.0,Aluminium,5.91,14.04,Yes,No,Yes,Waterways,No,Working Class,No,-801.86
0.12,11.0,6.0,3102.0,,7.46,63.55,No,No,No,,No,Working Class,No,337.49
0.06,22.0,9.0,136591.0,Marble,209.36,50.0,Yes,Yes,No,Airways,No,Working Class,Yes,954.3
0.86,20.0,12.0,397.0,Wood,5.1,19.91,No,No,No,Waterways,No,Working Class,No,647.1
0.86,33.0,18.0,6256706.0,Stone,34541.97,52.97,No,No,No,Roadways,No,Working Class,No,183037.38
0.78,16.0,6.0,4197.0,Brass,27.09,22.29,No,No,No,Roadways,No,Working Class,No,476.85
0.18,51.0,20.0,6833.0,Aluminium,13.68,66.88,Yes,Yes,Yes,,No,Working Class,No,546.74
0.49,23.0,12.0,1196.0,Aluminium,4.07,12.44,No,Yes,No,Roadways,No,Working Class,No,235.03
0.48,11.0,6.0,387.0,Clay,5.84,22.26,Yes,No,No,Waterways,Yes,Wealthy,No,-272.7
0.21,13.0,6.0,3102.0,,5.78,65.4,No,Yes,No,Airways,No,Wealthy,,509.83
0.42,12.0,6.0,257.0,,3.73,18.4,No,No,Yes,,No,Working Class,No,203.41
0.26,37.0,13.0,4462.0,Clay,10.71,12.95,No,No,No,Roadways,Yes,Working Class,Yes,187.57
0.99,37.0,6.0,9934.0,Bronze,27.79,55.51,No,No,No,Roadways,No,Working Class,No,2836.93
0.65,29.0,13.0,4841.0,,16.97,10.92,Yes,No,Yes,Waterways,Yes,Working Class,No,378.67
0.41,3.0,2.0,76.0,Marble,6.67,24.58,No,Yes,No,Roadways,No,Working Class,No,244.14
0.26,52.0,35.0,39824.0,Clay,100.95,94.59,No,No,No,Roadways,Yes,Working Class,No,1245.99
0.7,49.0,27.0,14797323.0,Marble,70117.2,65.55,No,No,No,Roadways,Yes,Working Class,No,1955935.04
0.52,56.0,27.0,271922.0,Bronze,845.57,89.24,No,No,No,Roadways,No,Working Class,Yes,15845.68
0.55,20.0,7.0,186299.0,Stone,347.9,26.53,Yes,No,No,Waterways,No,Working Class,Yes,1699.05
0.74,8.0,5.0,138.0,Clay,6.4,22.0,No,No,Yes,Roadways,Yes,Wealthy,No,487.12
0.26,22.0,6.0,8066.0,Brass,15.77,41.69,No,No,No,Airways,No,Wealthy,No,381.54
0.08,19.0,8.0,6041.0,Brass,8.63,75.3,No,No,No,Roadways,No,Working Class,Yes,415.12
0.41,39.0,10.0,26410.0,Brass,17.2,77.14,No,No,No,Roadways,No,Working Class,No,811.22
0.69,15.0,8.0,59322.0,Stone,106.32,39.47,Yes,No,Yes,Airways,No,Working Class,No,1517.44
0.03,3.0,2.0,94.0,Marble,5.01,17.01,No,No,No,,No,Working Class,No,168.14
0.39,24.0,9.0,539642.0,Stone,3163.57,73.83,No,No,No,,No,Working Class,No,9694.94
0.41,31.0,8.0,404.0,Wood,6.0,21.39,No,No,Yes,Roadways,No,Working Class,No,286.06
0.45,26.0,9.0,1129.0,Aluminium,3.33,20.39,Yes,Yes,No,Airways,No,Wealthy,Yes,352.44
0.93,19.0,8.0,102566.0,Marble,452.14,89.85,No,No,No,Roadways,No,Working Class,No,6576.86
0.64,6.0,5.0,57.0,Wood,5.31,24.67,No,No,No,Waterways,No,Working Class,,264.09
0.28,19.0,10.0,6637.0,Bronze,3.56,46.73,Yes,Yes,Yes,Airways,No,Working Class,No,498.87
0.36,4.0,3.0,387.0,Marble,6.25,18.06,Yes,No,No,Waterways,No,Working Class,No,214.89
